Date,pm10,pm25,COUNT_T,TMST,retail
20180401,60.913,28.861,234.0,729.516,0.741
20180402,65.684,25.828,371.0,1367.715,0.856
20180403,62.114,22.798,251.0,1488.953,0.982
20180404,18.165,8.611,352.0,1462.192,1.06
20180405,12.031,7.252,293.0,1411.368,0.856
20180406,76.205,19.964,627.0,1397.654,0.924
20180407,42.047,19.618,207.0,977.794,0.87
20180408,35.736,16.969,199.0,817.338,1.107
20180409,41.881,26.718,407.0,1353.098,0.85
20180410,47.097,22.249,278.0,1514.943,0.863
20180411,75.946,27.122,357.0,1492.064,0.96
20180412,46.358,16.461,236.0,1533.124,1.014
20180413,34.004,15.502,223.0,1502.443,1.017
20180414,35.199,18.714,95.0,891.6,0.861
20180416,36.353,21.775,318.0,1409.954,1.052
20180417,54.239,28.536,350.0,1501.723,0.932
20180418,62.85,32.705,436.0,1480.21,0.839
20180419,66.803,33.99,361.0,1461.88,0.93
20180420,88.431,47.686,361.0,1462.214,1.048
20180421,66.651,37.099,159.0,1089.099,1.269
20180422,50.791,26.795,198.0,698.914,0.875
20180423,22.783,16.347,179.0,1262.267,0.686
20180424,12.06,6.729,259.0,1452.505,0.769
20180425,32.162,22.578,298.0,1508.066,1.033
20180426,47.435,32.88,258.0,1535.928,0.904
20180427,54.765,37.844,165.0,1537.282,1.077
20180428,58.163,36.738,159.0,1082.806,1.054
20180429,59.235,33.5,196.0,850.279,0.943
20180430,83.237,55.452,358.0,1079.857,1.502
20180501,82.731,56.17,257.0,1059.085,1.187
20180502,63.386,47.091,226.0,1448.891,1.087
20180503,32.525,17.15,210.0,1532.913,1.177
20180504,53.243,22.842,171.0,1783.891,1.251
20180505,51.297,23.626,70.0,1061.107,1.165
20180506,27.564,17.272,38.0,746.448,0.89
20180507,43.387,23.501,101.0,905.699,0.953
20180508,23.52,10.793,265.0,1283.584,0.988
20180509,28.049,10.733,209.0,1352.806,1.124
20180510,52.278,28.436,244.0,1385.688,1.049
20180511,80.369,52.172,192.0,1389.491,1.284
20180512,40.777,26.233,56.0,964.855,0.965
20180513,32.739,23.155,130.0,828.853,0.989
20180514,95.231,74.187,313.0,1193.442,1.034
20180515,70.897,51.136,273.0,1325.381,1.207
20180516,43.803,29.515,228.0,1220.062,0.972
20180517,28.524,18.714,185.0,1234.404,0.993
20180518,21.166,7.327,107.0,1315.148,1.111
20180519,16.776,7.591,91.0,1134.94,1.451
20180520,14.622,7.535,104.0,835.595,1.114
20180521,24.997,13.118,148.0,1154.179,1.181
20180522,49.603,28.585,94.0,881.045,1.397
20180523,50.615,14.936,318.0,1216.588,1.112
20180524,78.799,19.381,377.0,1299.572,1.312
20180525,77.267,28.582,235.0,1281.167,1.294
20180526,71.96,30.435,119.0,942.986,1.371
20180527,66.465,27.109,116.0,688.492,1.166
20180528,53.506,25.728,177.0,1158.878,1.183
20180530,56.948,33.801,269.0,1267.792,1.245
20180531,57.851,32.982,204.0,1219.617,1.334
20180602,42.054,23.608,68.0,955.987,1.417
20180603,33.816,20.971,70.0,691.08,1.048
20180604,38.744,24.141,120.0,1301.246,1.027
20180605,45.581,29.75,139.0,1377.196,1.264
20180606,49.61,32.898,68.0,792.438,1.067
20180607,67.033,44.107,180.0,1353.112,1.115
20180608,47.692,30.132,117.0,1375.162,1.17
20180609,50.362,30.709,52.0,939.618,1.573
20180610,13.299,7.23,77.0,683.78,1.103
20180611,17.076,7.585,113.0,1273.035,1.0
20180612,26.555,14.433,111.0,1375.354,1.073
20180613,41.508,26.126,57.0,748.745,1.177
20180614,49.202,31.994,89.0,1335.93,1.117
20180615,26.103,13.716,118.0,1358.785,1.235
20180616,32.15,14.524,62.0,914.095,1.357
20180617,66.231,40.012,105.0,646.729,1.177
20180618,51.463,33.753,104.0,1268.379,1.251
20180619,40.784,26.594,92.0,1361.48,1.176
20180620,45.416,33.226,81.0,1375.392,1.241
20180621,43.201,27.414,103.0,1358.87,1.268
20180622,46.598,29.238,60.0,1390.129,1.443
20180623,36.16,21.431,64.0,871.471,1.379
20180624,58.762,34.05,132.0,623.039,1.208
20180625,49.06,27.676,116.0,1166.641,1.216
20180626,47.585,30.197,116.0,1114.032,0.944
20180627,30.409,20.153,76.0,1234.846,1.331
20180628,28.889,18.507,146.0,1214.657,1.304
20180629,40.578,25.002,38.0,1236.432,1.321
20180630,61.294,40.608,9.0,788.077,1.428
20180701,19.632,11.584,26.0,471.277,0.869
20180702,17.379,9.995,86.0,1036.97,1.0
20180703,22.26,12.418,53.0,1179.83,1.253
20180704,28.011,14.372,63.0,1171.185,1.463
20180705,22.858,15.71,53.0,1175.264,1.356
20180706,8.798,3.371,180.0,1194.634,1.247
20180707,12.8,5.239,36.0,856.017,1.273
20180708,19.734,8.985,56.0,628.678,1.024
20180709,13.495,6.274,59.0,1056.429,1.051
20180710,23.536,11.994,62.0,1130.989,1.079
20180711,37.814,19.849,78.0,1160.13,1.105
20180712,35.569,18.181,92.0,1222.525,1.263
20180713,25.698,14.783,27.0,1215.02,1.254
20180714,25.48,15.249,21.0,827.835,1.299
20180715,24.592,16.578,51.0,587.638,1.03
